Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCL30,18.0514282812171,Low Fat,0.049361232083500746,Household,127.36491460239304,OUT035,2004.0559644928126,Small,Tier 2,Supermarket Type1,1150.5024
FDY37,16.937404724163304,Regular,0.027206296138931312,Canned,145.54161242374235,OUT045,2001.9581360146124,Medium,Tier 2,Supermarket Type1,3149.234
FDS31,13.092121329879369,Regular,0.04471272817007664,Fruits and Vegetables,180.48303542829026,OUT018,2008.855787110691,Medium,Tier 3,Supermarket Type2,2886.9088
DRK12,12.85656525656077,Low Fat,0.041316283315878055,Soft Drinks,31.21147545630709,OUT027,1985.0524274805318,Medium,Tier 3,Supermarket Type3,898.83
FDT27,12.847515373302278,Regular,0.0694619099273193,Meat,233.97616119722406,OUT027,1984.9411198912674,Medium,Tier 3,Supermarket Type3,3515.424
FDE22,9.667832689135984,Low Fat,0.028880270550763896,Snack Foods,159.54700399683173,OUT018,2009.0249697710988,Medium,Tier 3,Supermarket Type2,2716.464
FDS57,12.878825106994992,Low Fat,0.1807533799895071,Snack Foods,142.5660657905806,OUT019,1985.005898607954,Small,Tier 1,Grocery Store,429.441
NCG07,12.317510379487354,Low Fat,0.05141358224981003,Household,189.0883511673978,OUT013,1986.9745462066435,High,Tier 3,Supermarket Type1,3795.06
FDH58,12.330869230379161,Low Fat,0.036276830994431734,Snack Foods,115.69439070170638,OUT045,2001.874808425229,Medium,Tier 2,Supermarket Type1,1958.1178
NCG30,12.820601185534116,Low Fat,0.11131464412704686,Household,124.80228183615037,OUT027,1984.8512053725603,Medium,Tier 3,Supermarket Type3,2863.6058
FDQ08,15.715532598701234,Regular,0.01890745942997911,Fruits and Vegetables,61.13484329073122,OUT035,2003.7900806517753,Small,Tier 2,Supermarket Type1,1163.8184
FDP60,12.82891327127166,Low Fat,0.055680052337361154,Baking Goods,100.39165802347904,OUT027,1985.0565511175976,Medium,Tier 3,Supermarket Type3,2833.6448
FDN13,12.879558828113714,Low Fat,0.26553347266054494,Breakfast,97.81030220525561,OUT019,1985.0373682024133,Small,Tier 1,Grocery Store,402.1432
NCL29,9.71206021196965,Low Fat,0.19029996817929767,Health and Hygiene,158.8352109716916,OUT010,1998.0578774091846,Medium,Tier 3,Grocery Store,633.8416
FDQ36,7.882505754038886,Regular,0.16245104220715212,Baking Goods,37.114277822838616,OUT049,1998.97086051459,Medium,Tier 1,Supermarket Type1,745.696
NCL29,9.781374284519085,Low Fat,0.11573992094882332,Health and Hygiene,156.49950510668333,OUT017,2007.0926920086208,Medium,Tier 2,Supermarket Type1,2535.3664
FDE20,11.340294009858848,Regular,0.005188523916425978,Fruits and Vegetables,167.4105418936027,OUT049,1999.0254325004726,Medium,Tier 1,Supermarket Type1,4074.696
FDE51,12.82066158843393,Regular,0.16895644792122358,Dairy,43.542821906871225,OUT019,1984.9722499667168,Small,Tier 1,Grocery Store,44.6086
FDG33,5.315345109281484,Regular,0.14104975886887502,Seafood,172.59292554630352,OUT018,2009.0254361762525,Medium,Tier 3,Supermarket Type2,2061.3168
NCY42,6.363642686342807,Low Fat,0.014754976250861002,Household,143.97786541677053,OUT046,1997.0353547833802,Small,Tier 1,Supermarket Type1,3006.087
NCO05,7.2606342371719,Low Fat,0.04679736087671627,Health and Hygiene,100.94337545994229,OUT018,2008.9768649227908,Medium,Tier 3,Supermarket Type2,1970.768
FDL39,16.108189409826945,Regular,0.06398082530227943,Dairy,179.26641290889003,OUT049,1999.05189729111,Medium,Tier 1,Supermarket Type1,2345.6134
FDG33,5.4589916865684485,Regular,0.14079838830646507,Seafood,173.65072708047956,OUT018,2008.971232266621,Medium,Tier 3,Supermarket Type2,2061.3168
FDY27,6.441465136156697,Low Fat,0.03183889286368794,Dairy,179.42197959466745,OUT013,1987.0995131493926,High,Tier 3,Supermarket Type1,4103.9912
FDV01,19.250603447838465,Regular,0.05414588952030366,Canned,153.42123044283923,OUT017,2007.066084901522,Medium,Tier 2,Supermarket Type1,3257.7594
NCZ41,19.79326883701882,Low Fat,0.05354827607829453,Health and Hygiene,125.90339644496807,OUT018,2009.0261532387062,Medium,Tier 3,Supermarket Type2,1877.556
FDW28,18.25517947279186,Low Fat,0.14898536890209071,Frozen Foods,197.23663565799757,OUT010,1998.0144149369733,Medium,Tier 3,Grocery Store,195.7452
FDW57,8.327584554960517,Regular,0.05383691855571789,Snack Foods,177.17707054170157,OUT046,1996.9744988512157,Small,Tier 1,Supermarket Type1,3896.2616
FDT28,13.26125742460754,Low Fat,0.06394362667827616,Frozen Foods,150.9030182263579,OUT046,1997.1299339621512,Small,Tier 1,Supermarket Type1,3611.2992
NCC30,16.638718638100027,Low Fat,0.02838738020608015,Household,177.28742897070651,OUT049,1999.0848758138459,Medium,Tier 1,Supermarket Type1,2676.516
NCK19,9.7394356774017,Low Fat,0.09059289638864661,Others,192.64473982121547,OUT018,2009.1150885343673,Medium,Tier 3,Supermarket Type2,4068.7038
FDD38,16.74650732320973,Regular,0.0075697817416931715,Canned,101.8001998810631,OUT013,1986.92933285098,High,Tier 3,Supermarket Type1,1528.011
NCE18,9.99521260569416,Low Fat,0.020532115737478034,Household,248.50651864554337,OUT013,1987.1477991964116,High,Tier 3,Supermarket Type1,3495.45
NCN55,14.533748680718864,Low Fat,0.060979748705518096,Others,241.33251071509957,OUT018,2009.0301134354947,Medium,Tier 3,Supermarket Type2,5287.7836
FDQ08,15.74758881827264,Regular,0.018376895079118237,Fruits and Vegetables,58.7245578192432,OUT046,1996.846444911141,Small,Tier 1,Supermarket Type1,857.5504
FDG10,6.59413304807902,Regular,0.011068962742283842,Snack Foods,58.55184348337394,OUT045,2001.9306685460463,Medium,Tier 2,Supermarket Type1,343.5528
FDO13,7.802088011194355,Low Fat,0.060654839158279135,Breakfast,163.6992778317874,OUT045,2001.88913346793,Medium,Tier 2,Supermarket Type1,1644.526
FDT02,12.572370424903383,Low Fat,0.024473196530598002,Dairy,37.163228512245375,OUT046,1997.052423055724,Small,Tier 1,Supermarket Type1,423.4488
FDR26,20.589776561957297,Low Fat,0.04225275189566233,Dairy,176.38387535892295,OUT018,2009.0999409949932,Medium,Tier 3,Supermarket Type2,3364.9532
NCP42,12.930747541750273,Low Fat,0.028222631572928942,Household,195.56159034720145,OUT019,1985.0542133172469,Small,Tier 1,Grocery Store,387.4956
FDV13,12.874118579901518,Regular,0.027651481533355567,Canned,87.93560753966852,OUT027,1984.9982574807625,Medium,Tier 3,Supermarket Type3,3251.7672
FDO52,12.872171156378744,Regular,0.07676274243024159,Frozen Foods,171.6337154327568,OUT027,1985.0256730164153,Medium,Tier 3,Supermarket Type3,2566.659
FDR44,6.14625651153126,Regular,0.1032327570558604,Fruits and Vegetables,128.12102864037618,OUT035,2004.0174238932289,Small,Tier 2,Supermarket Type1,1435.4648
FDN02,16.584327168799163,Low Fat,0.07397726607136079,Canned,207.08026607629884,OUT017,2006.9950178691838,Medium,Tier 2,Supermarket Type1,4762.4674
FDY47,8.636347848521595,Regular,0.054654220267912224,Breads,129.94536822305184,OUT046,1997.0589869057114,Small,Tier 1,Supermarket Type1,1557.972
FDZ03,13.670409024715257,Regular,0.07837320324457064,Dairy,185.8275711631433,OUT045,2001.9412746890666,Medium,Tier 2,Supermarket Type1,1118.544
FDS21,19.84177800627811,Regular,0.02023912180779685,Snack Foods,62.44970680914211,OUT049,1998.9436012050528,Medium,Tier 1,Supermarket Type1,557.2746
FDY24,4.908050560212746,Regular,0.05497388769036424,Baking Goods,52.59428307645672,OUT035,2003.6970096756647,Small,Tier 2,Supermarket Type1,808.947
FDG35,21.212432419815823,Regular,0.006865978103232325,Starchy Foods,173.61030718818967,OUT046,1997.0246053783724,Small,Tier 1,Supermarket Type1,2954.1546
FDV04,7.884417281702978,Regular,0.15015937438329582,Frozen Foods,158.7204341925346,OUT013,1986.9376975395658,High,Tier 3,Supermarket Type1,1257.0304
FDA50,16.205470231431608,Low Fat,0.08797136447572916,Dairy,95.46465544026813,OUT049,1998.9921561829708,Medium,Tier 1,Supermarket Type1,1544.656
NCK53,11.595026563817541,Low Fat,0.037433583066686454,Health and Hygiene,101.26993563270659,OUT013,1986.8761292059587,High,Tier 3,Supermarket Type1,2281.6966
FDF46,12.83416313391774,Low Fat,0.09394798620901028,Snack Foods,117.63092009068714,OUT027,1985.1608609041268,Medium,Tier 3,Supermarket Type3,4952.8862
NCR50,20.176962759354534,Low Fat,0.011635885084075669,Household,151.244506532812,OUT046,1997.0047138806556,Small,Tier 1,Supermarket Type1,1990.742
NCL53,7.541386276207705,Low Fat,0.03570779917771247,Health and Hygiene,175.1227035675401,OUT013,1987.0553956329616,High,Tier 3,Supermarket Type1,1948.1308
NCS06,7.969075514648093,Low Fat,0.03258541362174888,Household,261.7176011778656,OUT045,2002.0283872497082,Medium,Tier 2,Supermarket Type1,3155.892
FDO09,13.462140052248555,Regular,0.12578176464843335,Snack Foods,264.8913780106224,OUT049,1999.0408266387901,Medium,Tier 1,Supermarket Type1,6574.775
NCJ30,5.804923822487656,Low Fat,0.07961559779043138,Household,168.7965188006398,OUT035,2004.0177610079338,Small,Tier 2,Supermarket Type1,1188.453
FDG46,8.684523458353041,Regular,0.033218890777777545,Snack Foods,114.48629325033937,OUT045,2001.8090068355934,Medium,Tier 2,Supermarket Type1,2846.295
FDP59,20.850896948172974,Regular,0.09395647911342599,Breads,104.69347607164225,OUT010,1998.0073101770922,Medium,Tier 3,Grocery Store,207.7296
FDR40,12.906326705232773,Regular,0.008375302871386653,Frozen Foods,79.2260058709134,OUT027,1985.0576551743961,Medium,Tier 3,Supermarket Type3,2255.7304
FDE51,5.880313276255761,Regular,0.09717511559450204,Dairy,44.28185814910895,OUT017,2006.9699521314174,Medium,Tier 2,Supermarket Type1,758.3462
NCO54,19.459710592996363,Low Fat,0.014679506689722201,Household,55.61786460097129,OUT017,2006.9508072598674,Medium,Tier 2,Supermarket Type1,552.614
FDO58,19.597420313906987,Low Fat,0.04005972322420951,Snack Foods,165.40188689620882,OUT046,1996.9702442956122,Small,Tier 1,Supermarket Type1,2960.1468
NCL19,15.268670510806032,Low Fat,0.015054924719479224,Others,143.43791101278086,OUT045,2001.783509192912,Medium,Tier 2,Supermarket Type1,2576.646
FDD58,7.8004717012817055,Low Fat,0.059548164739019506,Snack Foods,98.33497773208558,OUT045,2001.9204803559173,Medium,Tier 2,Supermarket Type1,1298.31
NCI42,18.770631541294804,Low Fat,0.01022565767812388,Household,208.4304693399944,OUT049,1998.9952739033088,Medium,Tier 1,Supermarket Type1,2292.3494
DRE03,19.593704699217835,Low Fat,0.02411431703701488,Dairy,46.781677673913784,OUT045,2001.8730428142069,Medium,Tier 2,Supermarket Type1,614.5334
FDI60,7.268682218834778,Regular,0.06447975426844642,Baking Goods,62.20814300359913,OUT010,1998.0361006965,Medium,Tier 3,Grocery Store,126.502
FDA35,14.849030138892514,Regular,0.05453511049860483,Baking Goods,124.25750911235576,OUT017,2006.9412277355102,Medium,Tier 2,Supermarket Type1,1837.608
DRE03,19.584516251012765,Low Fat,0.024172450067717115,Dairy,48.88001402926612,OUT018,2009.0528072583,Medium,Tier 3,Supermarket Type2,425.4462
FDF52,9.242197972964338,Low Fat,0.06729762679350189,Frozen Foods,183.98758992635476,OUT045,2001.868621504366,Medium,Tier 2,Supermarket Type1,1641.8628
FDE04,19.75024171275871,Regular,0.01804426604304279,Frozen Foods,180.50509012390143,OUT035,2004.114162073876,Small,Tier 2,Supermarket Type1,2876.256
FDR23,15.816402758193247,Low Fat,0.08157021525678679,Breads,178.27084297873714,OUT018,2009.0369284480216,Medium,Tier 3,Supermarket Type2,5645.984
DRJ47,12.848193018620439,Low Fat,0.044388250031939414,Hard Drinks,172.70972915593504,OUT027,1985.0830411554182,Medium,Tier 3,Supermarket Type3,6751.212
FDP23,6.768688905344762,Low Fat,0.03495859102351285,Breads,219.2602755500174,OUT045,2001.8432519082637,Medium,Tier 2,Supermarket Type1,1959.4494
FDY03,17.615334428434434,Regular,0.076580851243378,Meat,110.5988158085328,OUT017,2006.9610997769591,Medium,Tier 2,Supermarket Type1,450.0808
FDX07,19.22865421554029,Regular,0.05421824792711882,Fruits and Vegetables,184.2017641250089,OUT018,2009.1754690326004,Medium,Tier 3,Supermarket Type2,3844.995
FDD08,8.340047177435398,Low Fat,0.03480290694478493,Fruits and Vegetables,39.3003560564438,OUT013,1987.0029009080927,High,Tier 3,Supermarket Type1,721.0614
FDJ10,5.1332583539831065,Regular,0.1298728658940874,Snack Foods,143.9684804717348,OUT018,2008.9719754098726,Medium,Tier 3,Supermarket Type2,561.9352
FDT16,9.8217120962163,Regular,0.048771126150297564,Frozen Foods,261.3963283537901,OUT046,1996.916425260111,Small,Tier 1,Supermarket Type1,4685.9004
FDB28,6.611812786009899,Low Fat,0.09439604142625425,Dairy,198.8936013518706,OUT045,2001.9224895349882,Medium,Tier 2,Supermarket Type1,3361.6242
DRQ35,9.30069497512366,Low Fat,0.04283647024332458,Hard Drinks,123.82981423256473,OUT049,1999.101700090609,Medium,Tier 1,Supermarket Type1,1857.582
FDQ24,15.667342089240677,Low Fat,0.07517106448497493,Baking Goods,250.12975145641917,OUT018,2008.8560197857976,Medium,Tier 3,Supermarket Type2,4026.7584
FDJ40,13.585447943660798,Regular,0.048984753821269295,Frozen Foods,109.08517895794161,OUT035,2004.1110162641778,Small,Tier 2,Supermarket Type1,1965.4416
FDG04,13.10412906267281,Low Fat,0.006350174454288716,Frozen Foods,187.42964015689435,OUT045,2001.9468572480187,Medium,Tier 2,Supermarket Type1,2432.1674
FDS15,9.181592506134951,Regular,0.07810801341704889,Meat,107.63945875779145,OUT045,2002.0826662623701,Medium,Tier 2,Supermarket Type1,323.5788
FDS37,7.606959791252352,Low Fat,0.05345900392655476,Canned,114.33271392725291,OUT010,1998.1283537837032,Medium,Tier 3,Grocery Store,115.8492
FDX20,7.397007030709766,Low Fat,0.042977081945928336,Fruits and Vegetables,223.81347918724734,OUT045,2001.9489846002873,Medium,Tier 2,Supermarket Type1,452.744
FDV12,16.774858065442906,Regular,0.061618767796720965,Baking Goods,98.40063409230734,OUT017,2007.0529513466388,Medium,Tier 2,Supermarket Type1,1970.768
DRK35,8.33987966439406,Low Fat,0.07139512450705365,Hard Drinks,36.286709161949965,OUT035,2004.0585952120427,Small,Tier 2,Supermarket Type1,721.0614
NCB43,20.155487429614297,Low Fat,0.10110981733048383,Household,188.77038665076992,OUT018,2008.917955928705,Medium,Tier 3,Supermarket Type2,3367.6164
NCO55,12.838725040538327,Low Fat,0.09106551899661852,Others,106.6952684748389,OUT045,2002.060985110978,Medium,Tier 2,Supermarket Type1,2143.876
FDL21,15.869970686346111,Regular,0.0069234002919441135,Snack Foods,40.28763216383178,OUT013,1986.9229393562748,High,Tier 3,Supermarket Type1,679.116
FDB53,13.326417145852586,Low Fat,0.14014330095335617,Frozen Foods,149.60644271857504,OUT017,2007.0088464559421,Medium,Tier 2,Supermarket Type1,2684.5056
FDT09,15.163101368525918,Regular,0.012145705118414294,Snack Foods,129.4609849265041,OUT045,2002.1943090009217,Medium,Tier 2,Supermarket Type1,2241.0828
FDR46,16.811338511306445,Low Fat,0.1398476650159686,Snack Foods,147.2297586437938,OUT046,1997.0462814075254,Small,Tier 1,Supermarket Type1,2929.52
FDZ08,12.50878727831013,Regular,0.11024109572255092,Fruits and Vegetables,80.65366046435729,OUT017,2006.9879589678135,Medium,Tier 2,Supermarket Type1,1651.184
FDO60,20.01107757747129,Low Fat,0.03492454888898163,Baking Goods,43.00356948489175,OUT035,2004.0392796424655,Small,Tier 2,Supermarket Type1,401.4774
FDU25,12.362606899552622,Low Fat,0.026705368957514995,Canned,57.548471441627775,OUT017,2007.0428984127664,Medium,Tier 2,Supermarket Type1,1332.2658
NCV54,11.053333379093118,Low Fat,0.03354438781910599,Household,119.63503162441143,OUT049,1998.8242099722831,Medium,Tier 1,Supermarket Type1,2251.7356
FDY34,12.836814345990673,Regular,0.01898486723385641,Snack Foods,163.66933117416554,OUT019,1985.0575816942362,Small,Tier 1,Grocery Store,331.5684
FDG47,12.719895250838324,Low Fat,0.11631205950566514,Starchy Foods,261.26657942201035,OUT010,1997.9481239324427,Medium,Tier 3,Grocery Store,262.3252
FDB59,18.19968554340885,Low Fat,0.015133899723984715,Snack Foods,198.06941070416372,OUT049,1998.953617674039,Medium,Tier 1,Supermarket Type1,793.6336
FDA36,6.023354988249559,Low Fat,0.004963512752997964,Baking Goods,185.39241336613077,OUT045,2002.187548894062,Medium,Tier 2,Supermarket Type1,1665.8316
FDZ20,16.11047038069244,Low Fat,0.05800330340160112,Fruits and Vegetables,253.81882027903728,OUT010,1997.9562691670453,Medium,Tier 3,Grocery Store,508.6712
DRE15,12.857132502114943,Low Fat,0.03111134357212072,Dairy,74.27409900992598,OUT019,1984.9581087027111,Small,Tier 1,Grocery Store,303.6048
FDJ14,10.28381778859896,Regular,0.04959080328253778,Canned,77.97484324971786,OUT046,1996.996660902409,Small,Tier 1,Supermarket Type1,1278.336
FDR34,17.014421716869254,Regular,0.01563778944390637,Snack Foods,228.96024734029328,OUT045,2002.03545856171,Medium,Tier 2,Supermarket Type1,4580.704
FDT22,10.288261022883825,Low Fat,0.11325711692226482,Snack Foods,58.621952876415925,OUT049,1999.0462111718443,Medium,Tier 1,Supermarket Type1,659.142
FDT14,10.651226044493463,Regular,0.12684929457302696,Dairy,120.97682231382178,OUT046,1997.0233994699906,Small,Tier 1,Supermarket Type1,1917.504
FDB38,12.880382382007323,Regular,0.05386483052761814,Canned,159.6751315031572,OUT019,1984.9593266463032,Small,Tier 1,Grocery Store,319.584
FDW48,17.946461735398422,Low Fat,0.008995826042149834,Baking Goods,78.67715976606063,OUT049,1998.9864379511275,Medium,Tier 1,Supermarket Type1,805.618
FDT33,7.8198269476815945,Regular,0.03442888448939147,Snack Foods,165.23273855480798,OUT018,2009.0895880398004,Medium,Tier 3,Supermarket Type2,1838.2738
FDD59,10.553845702199991,Regular,0.06605653878014334,Starchy Foods,80.614193310421,OUT017,2007.0186400734667,Medium,Tier 2,Supermarket Type1,958.752
NCQ05,11.422311935364586,Low Fat,0.035899453904288704,Health and Hygiene,150.37636389033287,OUT010,1998.076211684763,Medium,Tier 3,Grocery Store,300.9416
FDB58,10.565130947785237,Regular,0.014243876758454729,Snack Foods,143.5473960838887,OUT017,2006.9499590557523,Medium,Tier 2,Supermarket Type1,1559.9694
FDC47,14.921999148759436,Low Fat,0.12070628053191257,Snack Foods,229.92194313480516,OUT018,2008.859553620491,Medium,Tier 3,Supermarket Type2,5024.1268
FDY48,12.870905434008957,Low Fat,0.040287788268675066,Baking Goods,104.32673241213797,OUT019,1984.8190873395467,Small,Tier 1,Grocery Store,307.5996
FDE17,20.046565410923616,Regular,0.05469094652221506,Frozen Foods,149.81168445310894,OUT017,2007.0418297634394,Medium,Tier 2,Supermarket Type1,3476.1418
FDC57,20.024645968036985,Regular,0.05495506173484302,Fruits and Vegetables,194.56462323507054,OUT018,2009.1422783348999,Medium,Tier 3,Supermarket Type2,1544.656
FDS02,10.202490458816698,Regular,0.145873022487199,Dairy,193.80394758391608,OUT046,1997.0270421233924,Small,Tier 1,Supermarket Type1,3901.588
FDZ27,7.854894465810967,Low Fat,0.016818275112380897,Dairy,49.6913959561111,OUT013,1987.0217699599052,High,Tier 3,Supermarket Type1,149.805
DRI11,12.835445473090317,Low Fat,0.03487366362328382,Hard Drinks,113.46160710233134,OUT027,1984.7926253156459,Medium,Tier 3,Supermarket Type3,2303.668
FDY51,12.517673021941105,Low Fat,0.08196742632338089,Meat,221.48305435571316,OUT018,2008.9652855903441,Medium,Tier 3,Supermarket Type2,6611.394
FDJ15,11.353643885181887,Regular,0.023022459749627643,Dairy,183.2501698392774,OUT035,2004.074910591469,Small,Tier 2,Supermarket Type1,7534.1928
FDV15,10.263421596634137,Low Fat,0.14674674017820624,Meat,103.57336317063792,OUT017,2007.0418015703103,Medium,Tier 2,Supermarket Type1,2804.3496
FDN46,7.207855725214793,Regular,0.1450562901133266,Snack Foods,103.24421497379579,OUT018,2009.0319700583611,Medium,Tier 3,Supermarket Type2,1845.5976
FDK02,12.490688391833757,Low Fat,0.1116691485590795,Canned,118.7147064588886,OUT017,2006.8960978902355,Medium,Tier 2,Supermarket Type1,2157.192
DRK39,7.038508742793369,Low Fat,0.050218784078540434,Dairy,82.45091327162035,OUT013,1987.1054030510331,High,Tier 3,Supermarket Type1,2746.425
FDS35,9.309758937493838,Low Fat,0.11179487850840403,Breads,65.52994741190162,OUT046,1996.9902571650127,Small,Tier 1,Supermarket Type1,968.739
NCL54,12.839602600722065,Low Fat,0.08240613592726777,Household,177.78942014671847,OUT027,1985.0395890004484,Medium,Tier 3,Supermarket Type3,4202.5296
FDL56,14.119344567125433,Low Fat,0.12684990929567957,Fruits and Vegetables,87.0665353939291,OUT013,1986.8457650386106,High,Tier 3,Supermarket Type1,1133.8574
FDX04,12.906653126351253,Regular,0.041726694551513385,Frozen Foods,46.54215455461965,OUT027,1985.0140638778544,Medium,Tier 3,Supermarket Type3,814.9392
FDM56,12.846044964852782,Low Fat,0.07000072105928581,Fruits and Vegetables,110.66631592186077,OUT027,1984.9349251402411,Medium,Tier 3,Supermarket Type3,1310.2944
NCN41,17.025960265898576,Low Fat,0.05249986080124095,Health and Hygiene,124.00345339847071,OUT018,2008.9737733651978,Medium,Tier 3,Supermarket Type2,1231.73
FDE38,12.817629838455495,Low Fat,0.044801758632868,Canned,164.32385142663827,OUT027,1985.135007058856,Medium,Tier 3,Supermarket Type3,4476.1734
FDK52,18.302933549438812,Low Fat,0.13283007699457233,Frozen Foods,225.8080849616973,OUT010,1997.9709466750717,Medium,Tier 3,Grocery Store,677.1186
FDI52,18.710743871965757,Low Fat,0.105297826311883,Frozen Foods,122.18056488795779,OUT013,1987.0297281926291,High,Tier 3,Supermarket Type1,2450.144
NCA53,12.809230219738161,Low Fat,0.017654681989532486,Health and Hygiene,47.6868974034615,OUT019,1984.873201934653,Small,Tier 1,Grocery Store,145.8102
NCB42,11.82720368527993,Low Fat,0.009353134530708653,Health and Hygiene,118.62053528363029,OUT045,2002.0306881804934,Medium,Tier 2,Supermarket Type1,1158.492
FDU23,12.864868502984049,Low Fat,0.0220827695116799,Breads,166.8793834199099,OUT027,1984.9587743422935,Medium,Tier 3,Supermarket Type3,2476.776
FDA34,11.547496895966557,Low Fat,0.015274507407508265,Starchy Foods,171.95495060062362,OUT013,1987.0071783789901,High,Tier 3,Supermarket Type1,2077.296
FDM03,12.830425189502149,Low Fat,0.05421446873816214,Meat,108.66725715058901,OUT027,1985.0345040780983,Medium,Tier 3,Supermarket Type3,2036.6822
NCL05,19.603174312008374,Low Fat,0.04765508904820889,Health and Hygiene,44.40582286911599,OUT046,1996.9976664625578,Small,Tier 1,Supermarket Type1,173.108
FDM01,7.880701647944223,Regular,0.09471548008845183,Breakfast,104.61741105206072,OUT046,1997.0026243042682,Small,Tier 1,Supermarket Type1,1845.5976
FDK50,7.895752953795001,Low Fat,0.053091766571166744,Canned,161.65244356587777,OUT017,2007.00749278185,Medium,Tier 2,Supermarket Type1,3235.788
FDA15,9.346581671212405,Low Fat,0.015629455452470468,Dairy,251.72395115111556,OUT013,1987.0413703226118,High,Tier 3,Supermarket Type1,6474.2392
FDD34,7.889906337578169,Low Fat,0.016235830311503673,Snack Foods,161.55119837854303,OUT045,2001.9225121429026,Medium,Tier 2,Supermarket Type1,3425.541
FDS25,6.875506381507281,Regular,0.14065605814025167,Canned,109.10691990162572,OUT046,1997.0553855637238,Small,Tier 1,Supermarket Type1,2542.0244
FDH09,12.626845163180045,Low Fat,0.05587934524824681,Seafood,53.16781519435725,OUT045,2002.0134836837985,Medium,Tier 2,Supermarket Type1,736.3748
NCI42,18.724244136350205,Low Fat,0.009879539918451342,Household,210.1506060897621,OUT018,2009.022197308604,Medium,Tier 3,Supermarket Type2,2500.7448
DRC12,17.8205417289824,Low Fat,0.03790607596772268,Soft Drinks,190.2502563872854,OUT049,1999.0227063574312,Medium,Tier 1,Supermarket Type1,952.094
NCX30,12.823164024041496,Low Fat,0.04596869235457569,Household,247.96029102652406,OUT019,1984.9328704471845,Small,Tier 1,Grocery Store,495.3552
FDM15,11.727757562916166,Regular,0.05708314734819571,Meat,149.32575246281587,OUT035,2003.97509030113,Small,Tier 2,Supermarket Type1,1813.6392
FDA11,12.796931851674682,Low Fat,0.04343847570500296,Baking Goods,95.32210462500058,OUT027,1984.9956098615035,Medium,Tier 3,Supermarket Type3,1701.7848
NCN30,12.847813534449392,Low Fat,0.017065820164624913,Household,96.17116236409501,OUT027,1984.9641054551757,Medium,Tier 3,Supermarket Type3,1544.656
DRJ47,18.2777709926607,Low Fat,0.04518204403782002,Hard Drinks,173.57066149695785,OUT018,2008.928946785106,Medium,Tier 3,Supermarket Type2,2596.62
NCI17,8.531081316128388,Low Fat,0.1437937789829498,Health and Hygiene,95.94406439945257,OUT046,1996.93326709206,Small,Tier 1,Supermarket Type1,2027.361
FDQ03,15.071534033879578,Regular,0.07758458210805876,Meat,238.22533954278055,OUT035,2003.9985668060262,Small,Tier 2,Supermarket Type1,1896.1984
FDU07,11.097669107209065,Low Fat,0.059852725162747436,Fruits and Vegetables,151.60453379781183,OUT013,1987.0674728904257,High,Tier 3,Supermarket Type1,1057.9562
FDS13,6.503614500776722,Low Fat,0.05366835101637608,Canned,263.52091746844343,OUT018,2008.9982678847725,Medium,Tier 3,Supermarket Type2,2914.8724
NCS42,8.554107749900112,Low Fat,0.06869811539051192,Household,91.19051515402478,OUT049,1999.1710992215403,Medium,Tier 1,Supermarket Type1,2371.5796
NCQ29,12.000977423683409,Low Fat,0.10377377298755427,Health and Hygiene,259.3732451867981,OUT046,1997.0263892592545,Small,Tier 1,Supermarket Type1,2603.278
FDO11,8.058183347159831,Regular,0.051212665195207493,Breads,250.9220328199681,OUT010,1998.07205475454,Medium,Tier 3,Grocery Store,249.0092
FDE51,5.936770329413439,Regular,0.0960360094289297,Dairy,42.46447221405475,OUT046,1996.8862387733673,Small,Tier 1,Supermarket Type1,669.129
FDG52,12.949437988573754,Low Fat,0.06576604641077503,Frozen Foods,46.64353126606245,OUT027,1984.8862583447121,Medium,Tier 3,Supermarket Type3,1516.0266
FDO56,12.861727666775867,Regular,0.07851166504664836,Fruits and Vegetables,117.87768395578226,OUT019,1985.0896238282253,Small,Tier 1,Grocery Store,234.3616
NCN29,15.191691755325854,Low Fat,0.05346751711356522,Health and Hygiene,47.817556389844576,OUT049,1999.0460340715622,Medium,Tier 1,Supermarket Type1,437.4306
FDP11,12.861773571479333,Low Fat,0.12142954644749818,Breads,216.51663527161975,OUT019,1984.9185455069628,Small,Tier 1,Grocery Store,435.4332
FDH41,12.826445055830815,Low Fat,0.08272730028750369,Frozen Foods,214.37172952696181,OUT027,1985.02436112188,Medium,Tier 3,Supermarket Type3,5806.4418
FDZ25,12.867426270365373,Regular,0.027330933540590175,Canned,169.86121418904798,OUT027,1984.9826252910782,Medium,Tier 3,Supermarket Type3,5602.707
FDZ12,9.20818171248097,Low Fat,0.10226113248694146,Baking Goods,142.54606151820488,OUT013,1986.9849364927475,High,Tier 3,Supermarket Type1,4008.116
NCV17,18.8733808754739,Low Fat,0.016413212249601284,Health and Hygiene,129.37494379806657,OUT046,1996.934909255828,Small,Tier 1,Supermarket Type1,3016.7398
NCD43,12.898776735911275,Low Fat,0.028572155536533233,Household,106.89027255010329,OUT019,1985.0454442284467,Small,Tier 1,Grocery Store,210.3928
